 ,院校代码,院校名称,专业组,专业名称,招生地区,选考科目,招生年份,录取批次,最低分,最低分位次,招生人数,备注,,,,,,,,,,,,,
不分文理,D317,山东经贸职业学院,34,酒店管理与数字化运营,山东,不限,2021,常规2志愿,170,454709,40,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,42,装配式建筑构件智能制造技术,山东,不限,2021,常规2志愿,170,380375,5,- ,,,,,,,,,,,,,
不分文理,E666,青岛工程职业学院,03,材料成型及控制技术,山东,不限,2021,常规2志愿,170,543723,145,- ,,,,,,,,,,,,,
不分文理,D318,山东工业职业学院,C1,应用化工技术(高职技师合作培养，与山东化工技师学院合作),山东,不限,2021,常规2志愿,170,543710,115,- ,,,,,,,,,,,,,
不分文理,C844,山东力明科技职业学院,28,针灸推拿,山东,不限,2021,常规2志愿,170,478840,15,- ,,,,,,,,,,,,,
不分文理,E749,滨州科技职业学院,02,新能源汽车技术,山东,不限,2021,常规2志愿,169,543757,100,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,27,软件技术,山东,不限,2021,常规2志愿,169,271912,5,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,N0,空中乘务,山东,不限,2021,常规2志愿,169,543767,10,- ,,,,,,,,,,,,,
不分文理,D874,山东外事职业大学,15,大数据与会计,山东,不限,2021,常规2志愿,169,510104,40,- ,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院(校企),49,应用电子技术(与中兴通讯物联网合作),山东,不限,2021,常规2志愿,169,452750,10,校企,,,,,,,,,,,,,
不分文理,C440,东营职业学院,45,药品生产技术,山东,不限,2021,常规2志愿,168,358692,49,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,40,建筑装饰工程技术,山东,不限,2021,常规2志愿,168,342475,5,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,A5,电子商务,山东,不限,2021,常规2志愿,168,543791,112,- ,,,,,,,,,,,,,
不分文理,D995,青岛工学院,39,大数据与会计,山东,不限,2021,常规2志愿,168,544143,123,- ,,,,,,,,,,,,,
不分文理,D856,山东电子职业技术学院,36,数字媒体技术,山东,不限,2021,常规2志愿,168,322377,4,- ,,,,,,,,,,,,,
不分文理,E346,山东海事职业学院,04,现代物流管理,山东,不限,2021,常规2志愿,168,543793,32,- ,,,,,,,,,,,,,
不分文理,D356,山东工程职业技术大学,37,美容美体艺术,山东,不限,2021,常规2志愿,167,529847,35,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,45,应用韩语,山东,不限,2021,常规2志愿,167,342044,3,- ,,,,,,,,,,,,,
不分文理,E666,青岛工程职业学院,27,电子商务,山东,不限,2021,常规2志愿,167,439289,84,- ,,,,,,,,,,,,,
不分文理,C783,石家庄城市经济职业学院,1J,电子竞技运动与管理,山东,不限,2021,常规2志愿,167,278620,4,- ,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院,03,现代家用纺织品设计,山东,不限,2021,常规2志愿,167,543844,108,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,30,风景园林设计,山东,不限,2021,常规2志愿,166,543871,26,- ,,,,,,,,,,,,,
不分文理,B069,开封大学,0L,物联网应用技术,山东,不限,2021,常规2志愿,166,227484,3,- ,,,,,,,,,,,,,
不分文理,J417,河北科技工程职业技术大学,27,建筑工程技术,山东,不限,2021,常规2志愿,166,291452,3,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,A1,机械制造及自动化,山东,不限,2021,常规2志愿,166,543907,153,- ,,,,,,,,,,,,,
不分文理,C703,江苏航运职业技术学院,38,国际邮轮乘务管理,山东,不限,2021,常规2志愿,166,333537,5,- ,,,,,,,,,,,,,
不分文理,E346,山东海事职业学院,H2,烹饪工艺与营养(高职技师合作培养，在潍坊技师学院就读),山东,不限,2021,常规2志愿,166,543894,118,- ,,,,,,,,,,,,,
不分文理,D857,山东华宇工学院,37,计算机网络技术,山东,不限,2021,常规2志愿,165,301411,10,- ,,,,,,,,,,,,,
不分文理,C335,济宁职业技术学院,40,早期教育,山东,不限,2021,常规2志愿,165,408338,25,- ,,,,,,,,,,,,,
不分文理,C440,东营职业学院,61,飞机机电设备维修(校企合作，与云华教育科技集团有限公司合作),山东,物理或化学或生物,2021,常规2志愿,165,543912,4,校企,,,,,,,,,,,,,
不分文理,E434,山西传媒学院,31,广播电视学,山东,不限,2021,常规2志愿,165,176410,2,- ,,,,,,,,,,,,,
不分文理,E587,广东茂名幼儿师范专科学校,48,小学英语教育(师范类),山东,不限,2021,常规2志愿,165,293509,2,- ,,,,,,,,,,,,,
不分文理,D387,山东外国语职业技术大学,50,动漫制作技术,山东,不限,2021,常规2志愿,165,543911,73,- ,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院,36,市场营销(校企合作，与中兴协力教育科技集团合作),山东,物理,2021,常规2志愿,165,543928,30,校企,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院,50,人工智能技术应用,山东,不限,2021,常规2志愿,165,418627,25,- ,,,,,,,,,,,,,
不分文理,J533,山西工程科技职业大学,40,新能源汽车检测与维修技术,山东,不限,2021,常规2志愿,165,354436,4,- ,,,,,,,,,,,,,
不分文理,E708,临沂科技职业学院,22,跨境电子商务,山东,不限,2021,常规2志愿,164,539410,130,- ,,,,,,,,,,,,,
不分文理,D319,山东化工职业学院,21,软件技术,山东,不限,2021,常规2志愿,164,485333,40,- ,,,,,,,,,,,,,
不分文理,D942,湖南铁路科技职业技术学院,17,高速铁路综合维修技术,山东,不限,2021,常规2志愿,164,351760,4,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,42,药品生产技术,山东,不限,2021,常规2志愿,164,520146,70,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院(校企),01,电子商务(与山东巨能数控机床有限公司),山东,不限,2021,常规2志愿,163,543993,25,校企,,,,,,,,,,,,,
不分文理,E195,临沂职业学院,20,中医康复技术,山东,不限,2021,常规2志愿,163,394351,25,- ,,,,,,,,,,,,,
不分文理,C062,日照职业技术学院(校企),71,酒店管理与数字化运营(与北京礼信年年餐饮管理有限公司合,山东,不限,2021,常规2志愿,163,393932,40,校企,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院,05,服装陈列与展示设计,山东,不限,2021,常规2志愿,163,543991,67,- ,,,,,,,,,,,,,
不分文理,D998,齐鲁理工学院,69,金融服务与管理,山东,不限,2021,常规2志愿,163,543970,108,- ,,,,,,,,,,,,,
不分文理,E477,菏泽职业学院,56,旅游管理(中外合作办学),山东,不限,2021,常规2志愿,162,544000,29,中外,,,,,,,,,,,,,
不分文理,D072,河北化工医药职业技术学院,15,计算机类,山东,不限,2021,常规2志愿,162,425743,10,- ,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,02,跨境电子商务,山东,不限,2021,常规2志愿,162,544035,80,- ,,,,,,,,,,,,,
不分文理,E749,滨州科技职业学院,03,康复治疗技术,山东,不限,2021,常规2志愿,162,544022,589,- ,,,,,,,,,,,,,
不分文理,D322,山东现代学院,41,电子商务,山东,不限,2021,常规2志愿,162,494638,20,- ,,,,,,,,,,,,,
不分文理,D014,青岛港湾职业技术学院,16,水路运输安全管理,山东,不限,2021,常规2志愿,162,310098,16,- ,,,,,,,,,,,,,
不分文理,D997,青岛农业大学海都学院,33,软件技术(校企合作，与中兴合作),山东,不限,2021,常规2志愿,162,543998,42,校企,,,,,,,,,,,,,
不分文理,D123,陕西国际商贸学院,46,大数据与会计,山东,不限,2021,常规2志愿,162,404583,10,- ,,,,,,,,,,,,,
不分文理,D998,齐鲁理工学院,68,酒店管理与数字化运营(中外合作办学),山东,不限,2021,常规2志愿,162,544031,36,中外,,,,,,,,,,,,,
不分文理,C329,山东劳动职业技术学院(中外),42,机械设计与制造,山东,不限,2021,常规2志愿,162,542046,55,中外,,,,,,,,,,,,,
不分文理,D317,山东经贸职业学院,84,空中乘务,山东,不限,2021,常规2志愿,161,407399,5,- ,,,,,,,,,,,,,
不分文理,D389,德州职业技术学院(校企),04,飞机机电设备维修(与中航东星（北京）航空服务有限公司合,山东,不限,2021,常规2志愿,161,544051,24,校企,,,,,,,,,,,,,
不分文理,C389,河北建材职业技术学院,40,现代物流管理,山东,不限,2021,常规2志愿,161,362274,2,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,EG,全媒体广告策划与营销(校企合作，与山东国班教育科技股份有限公司合,山东,不限,2021,常规2志愿,161,544041,29,校企,,,,,,,,,,,,,
不分文理,C058,黄河水利职业技术学院,0V,机械设计与制造,山东,物理,2021,常规2志愿,161,359060,10,- ,,,,,,,,,,,,,
不分文理,E080,山东城市建设职业学院(校企),56,建筑装饰工程技术(与山东贝沃信息科技有限公司合作),山东,不限,2021,常规2志愿,161,438722,15,校企,,,,,,,,,,,,,
不分文理,C915,上海中侨职业技术大学,28,护理(康复护理),山东,不限,2021,常规2志愿,161,391908,3,- ,,,,,,,,,,,,,
不分文理,D706,吉林医药学院,27,护理,山东,不限,2021,常规2志愿,160,225663,2,- ,,,,,,,,,,,,,
不分文理,D322,山东现代学院,37,旅游管理,山东,不限,2021,常规2志愿,160,516009,30,- ,,,,,,,,,,,,,
不分文理,D014,青岛港湾职业技术学院(中外),Y1,机械制造及自动化(中外合作，与匈牙利多瑙新城大学合,山东,不限,2021,常规2志愿,160,544093,56,中外,,,,,,,,,,,,,
不分文理,A429,青岛理工大学,2D,机械设计与制造,山东,不限,2021,常规2志愿,160,241619,70,- ,,,,,,,,,,,,,
不分文理,C440,东营职业学院,27,工商企业管理,山东,不限,2021,常规2志愿,160,373788,38,- ,,,,,,,,,,,,,
不分文理,E477,菏泽职业学院,3F,新能源汽车技术,山东,不限,2021,常规2志愿,159,513687,50,- ,,,,,,,,,,,,,
不分文理,D857,山东华宇工学院,35,汽车制造与试验技术,山东,不限,2021,常规2志愿,159,539301,217,- ,,,,,,,,,,,,,
不分文理,A832,山东商业职业技术学院,32,食品贮运与营销,山东,不限,2021,常规2志愿,159,325475,60,- ,,,,,,,,,,,,,
不分文理,D873,赣西科技职业学院,0K,护理,山东,不限,2021,常规2志愿,159,459327,4,- ,,,,,,,,,,,,,
不分文理,E612,三亚中瑞酒店管理职业学院,01,酒店管理与数字化运营,山东,不限,2021,常规2志愿,159,544148,16,- ,,,,,,,,,,,,,
不分文理,D245,荆州学院,53,应用英语,山东,不限,2021,常规2志愿,159,301960,2,- ,,,,,,,,,,,,,
不分文理,D015,青岛恒星科技学院,2C,建筑工程技术,山东,不限,2021,常规2志愿,159,400442,10,- ,,,,,,,,,,,,,
不分文理,C328,山东职业学院,19,电气自动化技术,山东,不限,2021,常规2志愿,159,336351,80,- ,,,,,,,,,,,,,
不分文理,C440,东营职业学院,47,小学教育(师范类),山东,生物或政治,2021,常规2志愿,158,285844,130,- ,,,,,,,,,,,,,
不分文理,D800,湖北国土资源职业学院,20,新能源汽车技术,山东,不限,2021,常规2志愿,158,348103,4,- ,,,,,,,,,,,,,
不分文理,D389,德州职业技术学院,1X,电子商务(校企合作，与山东京兆互联网科技有限公司合作),山东,不限,2021,常规2志愿,158,544161,20,校企,,,,,,,,,,,,,
不分文理,A442,山东医学高等专科学校,32,助产,山东,不限,2021,常规2志愿,158,299055,99,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,B9,护理,山东,不限,2021,常规2志愿,158,544164,344,- ,,,,,,,,,,,,,
不分文理,D007,东营科技职业学院,28,数控技术,山东,不限,2021,常规2志愿,158,538831,15,- ,,,,,,,,,,,,,
不分文理,B288,沙洲职业工学院,30,新能源汽车技术,山东,不限,2021,常规2志愿,158,362578,5,- ,,,,,,,,,,,,,
不分文理,D859,山东铝业职业学院,25,工业机器人技术(校企合作，与淄博东山实业有限公司),山东,不限,2021,常规2志愿,157,544201,71,校企,,,,,,,,,,,,,
不分文理,C335,济宁职业技术学院,41,学前教育(师范类),山东,不限,2021,常规2志愿,157,403484,625,- ,,,,,,,,,,,,,
不分文理,C062,日照职业技术学院,54,汽车制造与试验技术(高职技师合作培养，在日照市技师学院就读),山东,不限,2021,常规2志愿,157,542237,135,- ,,,,,,,,,,,,,
不分文理,E343,济南护理职业学院,0E,中医康复技术,山东,不限,2021,常规2志愿,157,327785,10,- ,,,,,,,,,,,,,
不分文理,C448,北京农业职业学院,18,国际经济与贸易(国际关务管理),山东,不限,2021,常规2志愿,157,249666,2,- ,,,,,,,,,,,,,
不分文理,D940,湖南现代物流职业技术学院,28,智能物流技术,山东,不限,2021,常规2志愿,157,442880,3,- ,,,,,,,,,,,,,
不分文理,E506,山东艺术设计职业学院,B0,软件技术,山东,不限,2021,常规2志愿,157,544203,14,- ,,,,,,,,,,,,,
不分文理,E666,青岛工程职业学院,04,智能焊接技术,山东,不限,2021,常规2志愿,157,544191,150,- ,,,,,,,,,,,,,
不分文理,A868,青岛滨海学院,64,机电一体化技术,山东,不限,2021,常规2志愿,157,544207,118,- ,,,,,,,,,,,,,
不分文理,E080,山东城市建设职业学院(校企),45,展示艺术设计(与山东德奥文化传媒有限公司合作),山东,不限,2021,常规2志愿,157,431721,21,校企,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,01,航海技术,山东,物理,2021,常规2志愿,156,544229,35,- ,,,,,,,,,,,,,
不分文理,E749,滨州科技职业学院,05,电子商务,山东,不限,2021,常规2志愿,156,544235,568,- ,,,,,,,,,,,,,
不分文理,A955,黄冈职业技术学院,29,建筑工程技术,山东,不限,2021,常规2志愿,156,318768,4,- ,,,,,,,,,,,,,
不分文理,C798,上海济光职业技术学院,13,工商企业管理,山东,不限,2021,常规2志愿,156,531646,6,- ,,,,,,,,,,,,,
不分文理,C913,上海邦德职业技术学院,27,计算机应用技术(软件设计与应用),山东,不限,2021,常规2志愿,156,534533,6,- ,,,,,,,,,,,,,
不分文理,D966,山东药品食品职业学院(校企),46,大数据技术(与天津滨海迅腾有限公司合作),山东,不限,2021,常规2志愿,156,441053,10,校企,,,,,,,,,,,,,
不分文理,D317,山东经贸职业学院,23,现代物流管理,山东,不限,2021,常规2志愿,155,452962,60,- ,,,,,,,,,,,,,
不分文理,D319,山东化工职业学院(校企),D1,电子竞技运动与管理(与云视听新媒体科技有限公司合作),山东,不限,2021,常规2志愿,155,544269,20,校企,,,,,,,,,,,,,
不分文理,C844,山东力明科技职业学院,03,工业机器人技术,山东,不限,2021,常规2志愿,155,544260,9,- ,,,,,,,,,,,,,
不分文理,B430,辽宁科技学院,43,电气自动化技术,山东,不限,2021,常规2志愿,155,258869,4,- ,,,,,,,,,,,,,
不分文理,E167,江西枫林涉外经贸职业学院,19,护理(医学美容方向),山东,不限,2021,常规2志愿,155,541585,5,- ,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,07,工程造价,山东,不限,2021,常规2志愿,155,544265,35,- ,,,,,,,,,,,,,
不分文理,E605,日照航海工程职业学院,05,建筑工程技术,山东,不限,2021,常规2志愿,155,544263,55,- ,,,,,,,,,,,,,
不分文理,C946,山东水利职业学院,33,物联网应用技术,山东,不限,2021,常规2志愿,154,344183,10,- ,,,,,,,,,,,,,
不分文理,D387,山东外国语职业技术大学,70,大数据与会计,山东,不限,2021,常规2志愿,154,542701,109,- ,,,,,,,,,,,,,
不分文理,E568,江苏航空职业技术学院,0E,飞机结构修理,山东,不限,2021,常规2志愿,154,327741,6,- ,,,,,,,,,,,,,
不分文理,B430,辽宁科技学院,44,工业过程自动化技术,山东,不限,2021,常规2志愿,154,260738,4,- ,,,,,,,,,,,,,
不分文理,D858,山东旅游职业学院,08,智慧景区开发与管理,山东,不限,2021,常规2志愿,154,544301,105,- ,,,,,,,,,,,,,
不分文理,C564,北京北大方正软件职业技术学院,14,学前教育,山东,不限,2021,常规2志愿,154,371714,2,- ,,,,,,,,,,,,,
不分文理,B050,连云港职业技术学院,12,生物制药技术,山东,不限,2021,常规2志愿,153,299642,5,- ,,,,,,,,,,,,,
不分文理,C440,东营职业学院(校企),59,软件技术(与达内时代科技集团有限公司合作),山东,不限,2021,常规2志愿,153,445312,12,校企,,,,,,,,,,,,,
不分文理,E261,山东文化产业职业学院,28,工业机器人技术(校企合作，与北京天坤慧眼教育有限公司合作),山东,不限,2021,常规2志愿,153,544336,5,校企,,,,,,,,,,,,,
不分文理,C054,九州职业技术学院,4Y,法律事务,山东,不限,2021,常规2志愿,153,393124,3,- ,,,,,,,,,,,,,
不分文理,D778,山东中医药高等专科学校,23,中医学(面向济南市就业),山东,不限,2021,常规2志愿,153,205579,5,省属公费医学生,,,,,,,,,,,,,
不分文理,C568,北京汇佳职业学院,27,国际商务,山东,不限,2021,常规2志愿,153,373180,2,- ,,,,,,,,,,,,,
不分文理,A853,北京工业职业技术学院,20,无人机应用技术,山东,不限,2021,常规2志愿,152,256791,3,- ,,,,,,,,,,,,,
不分文理,D778,山东中医药高等专科学校,36,中医学(面向聊城市就业),山东,不限,2021,常规2志愿,152,235622,10,省属公费医学生,,,,,,,,,,,,,
不分文理,D011,青岛酒店管理职业技术学院,27,云计算技术应用,山东,不限,2021,常规2志愿,152,309821,10,- ,,,,,,,,,,,,,
不分文理,D006,山东英才学院,C4,计算机网络技术,山东,不限,2021,常规2志愿,152,544370,268,- ,,,,,,,,,,,,,
不分文理,C841,山东服装职业学院(校企),37,计算机应用技术(与世纪鼎利合作),山东,不限,2021,常规2志愿,152,543718,50,校企,,,,,,,,,,,,,
不分文理,E078,山东商务职业学院,33,婴幼儿托育服务与管理,山东,不限,2021,常规2志愿,151,372703,40,- ,,,,,,,,,,,,,
不分文理,A180,锦州师范高等专科学校,0E,虚拟现实技术应用,山东,不限,2021,常规2志愿,151,294103,5,- ,,,,,,,,,,,,,
